Employee_ID,Gender,Age,Education_Level,Employee_Satisfaction_Score
18367,Female,30,High School,3.26
18368,Female,29,Master,1.59
18369,Female,47,High School,4.39
18370,Female,33,Bachelor,4.49
18371,Female,47,Bachelor,1.37
18372,Male,57,Bachelor,2.59
18373,Male,56,Bachelor,3.31
18374,Female,43,Master,1.22
18375,Female,50,PhD,4.24
18376,Female,45,High School,3.85
18377,Female,55,High School,4.97
18378,Female,49,High School,2.67
18379,Male,30,Bachelor,4.75
18380,Male,46,Bachelor,1.08
18381,Female,49,Bachelor,1.89
18382,Female,29,High School,1.48
18383,Male,55,High School,4.14
18384,Male,30,Master,4.22
18385,Male,57,Master,3.61
18386,Male,26,Bachelor,1.72
18387,Female,25,Bachelor,1.39
18388,Female,49,Bachelor,1.28
18389,Other,33,High School,2.81
18390,Female,46,Bachelor,4.2
18391,Female,47,Bachelor,4.33
18392,Female,40,Bachelor,1.98
18393,Female,48,High School,4.85
18394,Male,54,High School,2.16
18395,Female,23,PhD,4.45
18396,Male,49,Bachelor,4.2
18397,Female,33,Bachelor,1.67
18398,Female,56,Bachelor,4.23
18399,Male,54,Bachelor,2.15
18400,Other,22,Bachelor,3.52
18401,Female,43,Bachelor,2.3
18402,Male,42,High School,3.11
18403,Male,40,High School,1.25
18404,Other,51,High School,2.49
18405,Male,53,Master,4.09
18406,Female,52,Master,4.14
18407,Other,28,High School,2.58
18408,Female,46,Bachelor,3.83
18409,Male,51,PhD,4.15
18410,Female,51,High School,1.47
18411,Female,37,Bachelor,1.8
18412,Female,37,Bachelor,2.94
18413,Female,54,Bachelor,2.51
18414,Female,31,Bachelor,3.12
18415,Male,57,Bachelor,4.76
18416,Female,40,Bachelor,3.3
18417,Female,32,Bachelor,2.49
18418,Male,41,Bachelor,4.01
18419,Male,43,Master,2.53
18420,Female,50,PhD,2.83
18421,Female,23,Master,1.74
18422,Male,45,High School,1.4
18423,Male,30,High School,4.1
18424,Male,60,High School,2.72
18425,Male,44,Bachelor,3.59
18426,Female,23,High School,4.25
18427,Male,22,Bachelor,2.19
18428,Female,34,High School,4.96
18429,Male,38,Bachelor,4.6
18430,Female,31,Bachelor,2.26
18431,Male,35,Master,3.52
18432,Male,40,High School,2.39
18433,Male,24,High School,2.75
18434,Male,55,Bachelor,4.79
18435,Female,59,Bachelor,4.43
18436,Male,54,High School,2.65
18437,Female,40,High School,4.68
18438,Female,55,Bachelor,4.36
18439,Female,42,High School,3.98
18440,Male,45,Bachelor,4.97
18441,Female,58,Bachelor,4.03
18442,Other,42,Bachelor,4.45
18443,Female,31,High School,2.19
18444,Male,55,Bachelor,3.36
18445,Other,38,High School,1.72
18446,Female,28,Bachelor,3.74
18447,Male,22,Bachelor,3.7
18448,Female,24,High School,4.84
18449,Male,54,Bachelor,2.63
18450,Female,44,Master,4.61
18451,Male,59,Bachelor,4.27
18452,Female,22,Bachelor,4.85
18453,Female,58,High School,2.01
18454,Male,34,Bachelor,3.87
18455,Female,28,High School,2.46
18456,Female,55,Bachelor,1.24
18457,Female,48,High School,3.83
18458,Female,46,Bachelor,2.28
18459,Male,36,Bachelor,1.99
18460,Female,37,Bachelor,4.91
18461,Male,50,Master,2.71
18462,Female,52,Master,1.58
18463,Male,24,Bachelor,2.02
18464,Female,46,PhD,1.66
18465,Male,32,High School,4.76
18466,Male,50,High School,4.54
18467,Female,60,Bachelor,1.17
18468,Female,22,Bachelor,3.44
18469,Female,39,High School,4.59
18470,Male,30,Bachelor,3.77
18471,Male,24,Bachelor,2.15
18472,Female,36,Bachelor,1.93
18473,Male,32,PhD,4.6
18474,Male,26,Master,2.83
18475,Male,34,Bachelor,1.16
18476,Other,60,High School,3.9
18477,Female,24,High School,3.46
18478,Male,51,High School,4.71
18479,Female,58,High School,4.92
18480,Male,43,Bachelor,1.36
18481,Female,60,Master,4.88
18482,Male,27,Bachelor,2.04
18483,Male,32,Bachelor,4.51
18484,Male,60,Bachelor,1.73
18485,Male,34,Bachelor,4.83
18486,Female,30,Bachelor,2.15
18487,Male,33,Bachelor,2.61
18488,Male,43,High School,3.95
18489,Female,49,High School,3.12
18490,Female,47,Bachelor,1.25
18491,Male,53,Master,3.05
18492,Male,53,Master,4.59
18493,Male,44,Bachelor,3.97
18494,Female,30,Bachelor,1.5
18495,Female,45,Bachelor,2.26
18496,Male,26,Bachelor,1.26
18497,Male,54,PhD,2.78
18498,Male,59,High School,4.6
18499,Female,40,High School,3.35
18500,Male,51,High School,2.29
18501,Male,37,Master,4.91
18502,Male,51,High School,2.71
18503,Female,41,Master,1.83
18504,Female,54,High School,4.08
18505,Female,23,Bachelor,4.57
18506,Male,56,Bachelor,2.19
18507,Female,25,PhD,3.86
18508,Male,33,High School,4.75
18509,Female,39,Bachelor,4.05
18510,Male,28,Bachelor,2.83
18511,Female,60,Bachelor,3.18
18512,Male,34,Bachelor,2.53
18513,Male,37,Bachelor,3.87
18514,Male,29,Bachelor,3.75
18515,Female,32,Bachelor,2.46
18516,Female,53,Bachelor,3.94
18517,Male,37,High School,2.36
18518,Female,54,High School,3.21
18519,Female,57,Bachelor,2.0
18520,Male,47,Master,1.39
18521,Female,32,High School,3.71
18522,Female,31,High School,4.78
18523,Female,57,Bachelor,2.4
18524,Male,34,Bachelor,4.7
18525,Male,51,Master,1.84
18526,Female,42,High School,3.41
18527,Female,35,High School,3.37
18528,Female,46,Bachelor,3.3
18529,Male,44,PhD,2.92
18530,Other,58,Bachelor,1.83
18531,Female,44,High School,1.04
18532,Female,45,Master,2.05
18533,Male,59,Bachelor,3.92
18534,Female,60,Bachelor,1.57
18535,Female,23,Bachelor,2.41
18536,Female,41,High School,4.35
18537,Male,30,Bachelor,4.21
18538,Male,26,Bachelor,4.82
18539,Male,55,Bachelor,4.33
18540,Female,42,Master,1.82
18541,Female,30,High School,1.64
18542,Male,58,Bachelor,2.35
18543,Female,41,Bachelor,1.64
18544,Male,44,Master,4.68
18545,Female,45,Bachelor,3.29
18546,Other,58,Bachelor,1.78
18547,Female,55,Bachelor,1.0
18548,Male,30,Master,1.34
18549,Female,43,Master,1.41
18550,Male,48,Bachelor,1.96
18551,Male,53,Bachelor,3.7
18552,Male,56,Bachelor,2.15
18553,Female,53,High School,3.22
18554,Male,51,Master,3.35
18555,Female,38,Master,4.12
18556,Female,29,High School,1.09
18557,Other,47,High School,4.45
18558,Female,43,Bachelor,4.78
18559,Male,49,Bachelor,3.26
18560,Female,23,Bachelor,4.25
18561,Female,22,High School,1.11
18562,Male,56,Bachelor,4.25
18563,Female,41,Bachelor,1.1
18564,Female,42,Bachelor,3.57
18565,Male,58,Bachelor,4.32
18566,Male,26,High School,3.3
18567,Female,25,Bachelor,4.67
18568,Male,22,High School,2.11
18569,Male,33,Bachelor,4.98
18570,Female,36,High School,2.95
18571,Female,46,Bachelor,4.37
18572,Female,48,Bachelor,1.72
18573,Male,43,High School,2.54
18574,Female,60,Bachelor,2.6
18575,Female,25,Master,4.87
18576,Female,46,High School,4.16
18577,Male,29,High School,2.7
18578,Female,26,Bachelor,3.05
18579,Female,29,Bachelor,1.39
18580,Male,30,Bachelor,4.39
18581,Female,28,Bachelor,1.2
18582,Female,41,Bachelor,1.91
18583,Other,52,Master,1.76
18584,Female,36,High School,4.31
18585,Female,54,High School,1.87
18586,Male,56,Bachelor,2.14
18587,Male,30,High School,2.49
18588,Female,28,Bachelor,2.9
18589,Female,33,Master,3.52
18590,Female,38,High School,3.45
18591,Male,40,High School,2.06
18592,Male,24,Master,4.64
18593,Male,34,PhD,4.06
18594,Male,49,PhD,2.98
18595,Female,50,High School,1.7
18596,Male,59,High School,1.6
18597,Male,51,Bachelor,1.43
18598,Female,46,Bachelor,2.06
18599,Male,58,Bachelor,1.16
18600,Female,44,Bachelor,3.81
18601,Female,51,Bachelor,2.98
18602,Female,40,Master,4.71
18603,Male,37,High School,1.28
18604,Female,33,Bachelor,4.37
18605,Female,50,Bachelor,2.44
18606,Male,36,High School,4.51
18607,Male,44,PhD,4.6
18608,Female,47,Bachelor,2.45
18609,Female,49,High School,2.3
18610,Male,51,High School,4.52
18611,Female,33,Bachelor,4.9
18612,Female,51,Bachelor,4.52
18613,Female,37,Bachelor,2.2
18614,Male,31,Bachelor,3.9
18615,Male,27,Bachelor,4.47
18616,Female,58,High School,1.35
18617,Male,27,Bachelor,4.85
18618,Male,60,PhD,3.26
18619,Male,38,Master,2.65
18620,Female,48,Bachelor,4.13
18621,Male,23,Bachelor,2.5
18622,Female,36,Bachelor,2.2
18623,Male,53,Bachelor,1.92
18624,Female,49,Bachelor,4.69
18625,Female,35,Bachelor,2.99
18626,Male,57,PhD,4.58
18627,Male,32,High School,4.63
18628,Female,51,Bachelor,2.24
18629,Female,22,Bachelor,2.68
18630,Female,28,Bachelor,3.09
18631,Male,35,Bachelor,3.72
18632,Male,40,Bachelor,3.21
18633,Male,57,Bachelor,3.56
18634,Male,28,High School,1.05
18635,Male,50,High School,4.85
18636,Female,59,High School,2.52
18637,Female,23,Bachelor,4.87
18638,Male,39,Bachelor,1.71
18639,Male,49,Bachelor,2.73
18640,Female,51,High School,1.03
18641,Female,39,Bachelor,3.83
18642,Female,24,Bachelor,1.34
18643,Male,55,High School,4.31
18644,Male,51,PhD,2.34
18645,Other,43,Bachelor,1.92
18646,Female,54,Master,2.58
18647,Male,49,Master,3.41
18648,Female,41,Bachelor,3.39
18649,Female,47,High School,2.22
18650,Male,32,High School,2.45
18651,Male,30,Master,3.19
18652,Male,56,High School,1.25
18653,Male,50,High School,4.74
18654,Female,30,High School,1.32
18655,Male,25,High School,2.48
18656,Male,26,Bachelor,3.01
18657,Male,25,High School,4.84
18658,Female,36,Master,4.62
18659,Female,51,High School,1.65
18660,Female,26,High School,3.86
18661,Male,28,Bachelor,1.96
18662,Male,23,Bachelor,3.3
18663,Male,55,Bachelor,2.82
18664,Female,54,Bachelor,3.28
18665,Female,52,Bachelor,2.61
18666,Female,48,Master,2.13
18667,Male,53,Bachelor,4.97
18668,Male,53,High School,1.94
18669,Female,22,High School,2.1
18670,Female,38,High School,4.63
18671,Male,25,Bachelor,1.69
18672,Female,57,Bachelor,1.44
18673,Female,22,Master,2.76
18674,Male,54,Bachelor,4.38
18675,Female,34,Bachelor,1.57
18676,Female,30,Bachelor,4.66
18677,Female,41,PhD,3.79
18678,Female,53,Bachelor,1.98
18679,Male,53,Bachelor,2.72
18680,Male,55,Bachelor,3.32
18681,Male,50,Bachelor,4.99
18682,Female,46,Bachelor,2.46
18683,Male,40,Bachelor,2.49
18684,Female,50,High School,1.16
18685,Female,44,High School,1.93
18686,Male,29,Master,2.62
18687,Female,32,High School,3.42
18688,Female,30,Master,4.46
18689,Female,54,High School,3.16
18690,Female,44,High School,3.99
18691,Female,25,High School,3.85
18692,Male,60,Master,3.24
18693,Female,57,Bachelor,4.38
18694,Male,40,Bachelor,3.94
18695,Male,22,Bachelor,1.18
18696,Male,49,Bachelor,2.5
18697,Female,57,High School,4.82
18698,Female,42,Bachelor,2.77
18699,Female,56,Bachelor,2.97
18700,Female,38,Bachelor,2.6
18701,Male,44,High School,4.42
18702,Male,46,Bachelor,3.65
18703,Male,25,Bachelor,1.89
18704,Female,41,High School,2.63
18705,Female,52,Master,4.32
18706,Male,50,Bachelor,4.49
18707,Female,45,High School,4.53
18708,Male,58,Bachelor,4.66
18709,Male,55,Bachelor,3.28
18710,Female,47,Master,1.13
18711,Male,24,Bachelor,2.01
18712,Female,25,Bachelor,2.78
18713,Male,27,Bachelor,3.64
18714,Female,40,High School,1.17
18715,Other,47,Bachelor,2.23
18716,Male,60,High School,3.12
18717,Male,40,High School,3.98
18718,Female,58,High School,2.33
18719,Male,54,High School,3.69
18720,Male,45,High School,1.4
18721,Male,31,High School,2.27
18722,Female,26,High School,2.25
18723,Female,54,High School,1.59
18724,Female,59,High School,2.98
18725,Female,32,Bachelor,1.24
18726,Male,39,Bachelor,4.5
18727,Female,24,High School,4.38
18728,Female,23,Master,4.76
18729,Female,52,High School,1.58
18730,Female,36,High School,3.54
18731,Female,60,Bachelor,2.69
18732,Female,41,Bachelor,1.13
18733,Female,37,Master,1.24
18734,Male,40,Bachelor,3.0
18735,Male,25,High School,1.63
18736,Male,33,Bachelor,1.34
18737,Female,31,Bachelor,2.72
18738,Female,36,Bachelor,3.71
18739,Male,51,Bachelor,3.51
18740,Male,35,High School,1.17
18741,Female,31,Master,2.52
18742,Female,28,Bachelor,1.77
18743,Other,59,High School,3.05
18744,Male,37,Bachelor,1.98
18745,Female,56,High School,3.43
18746,Male,55,Master,3.54
18747,Female,45,High School,1.96
18748,Female,37,High School,3.79
18749,Other,54,Bachelor,3.51
18750,Female,47,Master,3.34
18751,Female,47,Bachelor,3.92
18752,Other,44,Bachelor,4.9
18753,Male,50,Bachelor,3.5
18754,Male,58,Bachelor,4.37
18755,Female,34,Bachelor,3.64
18756,Female,51,Bachelor,4.46
18757,Male,31,Bachelor,1.09
18758,Male,35,High School,1.15
18759,Male,41,High School,3.81
18760,Male,28,Bachelor,4.64
18761,Female,50,High School,1.67
18762,Male,27,Bachelor,4.44
18763,Male,53,Master,4.71
18764,Female,60,Bachelor,1.03
18765,Male,49,Bachelor,2.67
18766,Male,27,Bachelor,3.59
18767,Male,24,Bachelor,3.83
18768,Female,60,High School,1.59
18769,Female,49,Bachelor,4.19
18770,Male,34,Bachelor,2.99
18771,Male,34,Bachelor,2.09
18772,Male,28,Bachelor,1.04
18773,Male,55,High School,2.14
18774,Male,30,High School,3.58
18775,Male,37,PhD,3.43
18776,Other,33,PhD,4.39
18777,Female,25,Bachelor,2.14
18778,Male,43,High School,1.47
18779,Male,22,High School,3.45
18780,Female,40,High School,3.55
18781,Female,36,High School,1.44
18782,Female,55,High School,2.54
18783,Female,51,Master,1.93
18784,Female,35,Bachelor,3.82
18785,Male,24,Bachelor,4.42
18786,Female,37,Bachelor,2.9
18787,Male,44,High School,3.11
18788,Male,48,Bachelor,1.83
18789,Female,37,High School,2.53
18790,Female,48,PhD,2.06
18791,Female,33,Bachelor,4.86
18792,Female,33,Bachelor,2.43
18793,Female,54,Bachelor,1.91
18794,Male,25,Bachelor,4.1
18795,Male,24,High School,1.95
18796,Female,47,High School,4.84
18797,Male,58,High School,2.48
18798,Female,57,High School,3.96
18799,Male,50,High School,1.47
18800,Other,45,High School,3.75
18801,Male,37,High School,4.25
18802,Male,44,Bachelor,1.51
18803,Male,34,High School,4.18
18804,Male,44,Bachelor,3.78
18805,Male,38,Bachelor,3.93
18806,Male,41,High School,2.63
18807,Male,33,Bachelor,2.0
18808,Female,41,Bachelor,3.83
18809,Male,52,Bachelor,1.02
18810,Male,41,High School,4.97
18811,Male,57,Bachelor,2.24
18812,Male,55,High School,2.08
18813,Male,45,Master,1.94
18814,Male,25,Bachelor,2.36
18815,Male,32,Bachelor,3.44
18816,Female,54,High School,2.91
18817,Female,46,Bachelor,1.46
18818,Female,33,High School,2.5
18819,Female,53,PhD,3.19
18820,Female,28,High School,3.59
18821,Male,48,Bachelor,2.44
18822,Female,50,Bachelor,2.63
18823,Male,48,Bachelor,2.6
18824,Female,52,Bachelor,4.74
18825,Male,32,Bachelor,3.9
18826,Female,60,Bachelor,3.72
18827,Female,42,Bachelor,2.88
18828,Female,54,Master,3.34
18829,Female,33,Bachelor,1.33
18830,Female,27,Bachelor,2.78
18831,Other,44,Bachelor,3.57
18832,Male,56,Bachelor,4.95
18833,Female,58,High School,2.27
18834,Other,34,Master,1.0
18835,Female,31,Bachelor,4.83
18836,Female,25,Bachelor,3.81
18837,Female,58,High School,2.04
18838,Male,39,High School,3.04
18839,Male,56,Master,1.2
18840,Male,59,Bachelor,4.47
18841,Male,43,High School,4.41
18842,Other,58,High School,4.33
18843,Male,22,Master,3.5
18844,Female,57,Master,3.36
18845,Female,22,Bachelor,3.45
18846,Female,31,Bachelor,1.61
18847,Female,46,High School,1.2
18848,Female,55,Bachelor,4.11
18849,Female,37,Bachelor,3.01
18850,Female,29,Bachelor,3.89
18851,Male,37,Bachelor,2.87
18852,Male,33,High School,2.26
18853,Female,50,High School,1.92
18854,Male,22,High School,3.88
18855,Male,56,Bachelor,2.37
18856,Female,40,Master,1.06
18857,Other,38,High School,2.92
18858,Male,59,High School,1.7
18859,Female,56,Bachelor,1.16
18860,Male,54,Bachelor,2.32
18861,Female,40,High School,2.05
18862,Male,57,Bachelor,4.34
18863,Male,28,High School,4.91
18864,Female,52,Master,2.14
18865,Other,37,Bachelor,3.58
18866,Male,41,High School,4.3
18867,Female,29,Master,2.21
18868,Male,37,Master,3.49
18869,Female,50,Bachelor,3.62
18870,Male,33,PhD,4.1
18871,Female,60,Bachelor,3.61
18872,Male,54,High School,3.97
18873,Female,54,High School,2.44
18874,Male,41,Bachelor,1.21
18875,Male,59,Bachelor,4.9
18876,Male,46,Bachelor,1.53
18877,Male,22,Master,4.7
18878,Female,36,Bachelor,2.65
18879,Male,48,Master,3.08
18880,Male,24,Bachelor,2.35
18881,Female,44,Bachelor,3.45
18882,Male,31,Bachelor,2.04
18883,Male,36,PhD,1.05
18884,Male,31,High School,2.39
18885,Male,33,Bachelor,1.12
18886,Female,45,Master,1.4
18887,Male,36,High School,1.76
18888,Male,51,High School,3.81
18889,Male,37,High School,3.68
18890,Other,24,Master,4.12
18891,Male,50,Bachelor,4.69
18892,Other,22,Bachelor,4.31
18893,Male,52,Bachelor,3.98
18894,Female,38,High School,2.9
18895,Female,38,PhD,4.86
18896,Male,50,High School,2.37
18897,Female,38,Bachelor,2.45
18898,Male,38,Bachelor,1.15
18899,Female,34,Bachelor,3.57
18900,Male,44,Master,1.62
18901,Female,56,High School,3.92
18902,Male,34,Bachelor,3.46
18903,Female,37,Master,1.74
18904,Male,22,Bachelor,4.1
18905,Female,54,High School,4.01
18906,Female,23,High School,3.69
18907,Male,37,High School,1.17
18908,Female,58,Bachelor,4.8
18909,Female,47,High School,3.12
18910,Female,52,Master,1.81
18911,Female,46,Master,4.46
18912,Other,40,High School,2.28
18913,Female,56,Master,4.76
18914,Male,52,Master,3.46
18915,Male,33,Master,4.31
18916,Female,31,Bachelor,2.52
18917,Female,50,Master,3.77
18918,Male,34,Master,1.31
18919,Female,35,High School,3.17
18920,Female,37,High School,2.5
18921,Female,25,High School,1.41
18922,Female,34,High School,4.73
18923,Male,47,High School,1.1
18924,Other,37,High School,3.63
18925,Male,27,High School,2.18
18926,Female,59,Bachelor,4.55
18927,Female,56,Master,4.27
18928,Female,47,Bachelor,2.7
18929,Female,52,Bachelor,3.81
18930,Male,35,Master,1.18
18931,Female,44,Master,4.91
18932,Male,49,Bachelor,1.85
18933,Male,22,Bachelor,3.36
18934,Male,36,Bachelor,2.41
18935,Male,45,Bachelor,2.31
18936,Male,33,Bachelor,1.98
18937,Female,57,Bachelor,2.32
18938,Female,37,Master,3.86
18939,Female,32,High School,1.32
18940,Male,37,High School,4.72
18941,Female,27,High School,1.41
18942,Female,39,High School,4.86
18943,Female,47,Bachelor,2.02
18944,Other,52,Bachelor,2.42
18945,Male,35,Master,4.6
18946,Male,57,Bachelor,3.45
18947,Male,59,Bachelor,4.17
18948,Female,28,Master,1.44
18949,Male,32,Master,1.26
18950,Other,42,Bachelor,2.88
18951,Male,53,Bachelor,3.47
18952,Female,38,PhD,3.73
18953,Male,37,Bachelor,2.76
18954,Female,44,Bachelor,4.1
18955,Other,57,High School,1.1
18956,Female,46,Bachelor,4.55
18957,Male,26,Bachelor,3.68
18958,Male,41,Bachelor,4.22
18959,Female,23,Bachelor,3.82
18960,Female,50,Bachelor,1.63
18961,Female,28,High School,4.78
18962,Male,24,Bachelor,3.16
18963,Female,36,Bachelor,1.66
18964,Male,45,High School,3.92
18965,Female,56,Bachelor,3.89
18966,Female,57,Bachelor,2.32
18967,Female,40,Bachelor,2.98
18968,Male,31,Bachelor,4.65
18969,Female,53,Master,3.72
18970,Male,35,High School,5.0
18971,Male,49,Master,3.48
18972,Male,24,Master,4.59
18973,Male,32,Bachelor,2.52
18974,Female,33,Bachelor,4.74
18975,Male,60,Bachelor,1.7
18976,Male,22,PhD,4.88
18977,Male,49,Master,1.9
18978,Female,43,High School,1.05
18979,Male,38,High School,2.93
18980,Female,53,High School,1.64
18981,Female,59,High School,1.81
18982,Other,41,High School,3.48
18983,Female,52,Bachelor,4.28
18984,Female,27,Bachelor,3.92
18985,Male,49,Bachelor,3.61
18986,Female,31,Bachelor,4.19
18987,Female,31,High School,1.63
18988,Female,29,Bachelor,4.47
18989,Female,37,Bachelor,4.14
18990,Female,49,Bachelor,1.18
18991,Female,34,Bachelor,1.16
18992,Male,25,Master,3.4
18993,Male,60,Bachelor,3.56
18994,Female,34,High School,1.25
18995,Male,57,Master,4.06
18996,Male,41,PhD,2.97
18997,Female,58,Bachelor,4.62
18998,Other,22,Master,1.47
18999,Male,41,Master,4.48
19000,Male,33,PhD,4.78
19001,Female,59,Master,4.75
19002,Male,23,Bachelor,2.22
19003,Female,38,Master,4.59
19004,Female,44,PhD,2.32
19005,Female,41,High School,4.88
19006,Male,58,High School,1.74
19007,Female,22,Bachelor,4.7
19008,Female,34,Bachelor,2.37
19009,Female,49,Bachelor,2.23
19010,Other,51,High School,4.54
19011,Male,23,High School,3.59
19012,Male,48,High School,4.13
19013,Female,28,High School,2.91
19014,Male,57,High School,4.4
19015,Male,39,Master,3.45
19016,Female,60,Bachelor,4.68
19017,Female,46,Bachelor,1.75
19018,Female,47,Master,4.74
19019,Female,29,Bachelor,3.33
19020,Female,43,Bachelor,2.0
19021,Male,26,Master,1.78
19022,Male,22,Bachelor,1.99
19023,Female,42,Bachelor,1.3
19024,Female,28,Bachelor,2.41
19025,Other,45,High School,4.29
19026,Male,34,High School,4.38
19027,Male,32,PhD,3.0
19028,Male,35,Master,3.54
19029,Male,54,Bachelor,3.57
19030,Female,22,High School,1.46
19031,Female,35,High School,3.08
19032,Male,53,Bachelor,1.14
19033,Female,25,Bachelor,1.37
19034,Female,49,Master,2.49
19035,Male,42,High School,3.02
19036,Male,44,High School,3.81
19037,Male,37,Bachelor,2.82
19038,Female,44,High School,1.84
19039,Male,33,High School,3.89
19040,Female,53,High School,2.33
19041,Other,36,Bachelor,2.81
19042,Male,31,Bachelor,2.77
19043,Male,33,Bachelor,1.58
19044,Female,60,High School,4.6
19045,Female,50,Bachelor,3.97
19046,Female,37,High School,3.63
19047,Male,23,Master,2.03
19048,Female,37,Bachelor,4.56
19049,Female,50,Master,4.36
19050,Male,58,Bachelor,1.16
19051,Male,33,Bachelor,1.91
19052,Male,58,Bachelor,3.27
19053,Female,39,High School,2.7
19054,Male,48,Master,3.22
19055,Male,53,Bachelor,4.97
19056,Female,24,Master,4.0
19057,Male,54,High School,1.54
19058,Female,60,Bachelor,1.43
19059,Female,26,PhD,2.97
19060,Male,38,Master,3.87
19061,Male,39,Bachelor,4.61
19062,Female,39,Bachelor,1.82
19063,Male,56,High School,3.05
19064,Female,60,PhD,2.92
19065,Male,55,Bachelor,4.6
19066,Female,25,Bachelor,3.04
19067,Male,50,Bachelor,4.68
19068,Male,47,Master,3.7
19069,Male,35,Master,1.38
19070,Female,50,Master,4.24
19071,Male,47,Bachelor,2.94
19072,Female,27,Master,2.83
19073,Male,23,Bachelor,1.86
19074,Male,23,High School,4.83
19075,Male,40,High School,2.94
19076,Other,47,High School,3.09
19077,Female,30,Bachelor,3.83
19078,Female,33,Bachelor,3.67
19079,Female,24,Bachelor,1.06
19080,Female,36,High School,3.91
19081,Female,25,Bachelor,3.55
19082,Female,43,Bachelor,3.37
19083,Female,22,High School,1.17
19084,Female,22,High School,1.76
19085,Male,25,Master,4.59
19086,Female,35,Bachelor,1.15
19087,Male,23,Bachelor,2.53
19088,Female,26,Bachelor,1.04
19089,Female,56,High School,2.77
19090,Female,53,Master,1.26
19091,Female,39,High School,1.39
19092,Male,59,Bachelor,1.89
19093,Female,39,Bachelor,3.55
19094,Male,43,Master,1.25
19095,Female,41,High School,1.96
19096,Male,41,Bachelor,4.25
19097,Male,22,Bachelor,4.11
19098,Male,26,Bachelor,4.03
19099,Female,36,High School,2.56
19100,Male,30,Master,3.31
19101,Female,36,Bachelor,1.27
19102,Male,22,PhD,1.35
19103,Male,41,PhD,3.69
19104,Male,31,Bachelor,3.69
19105,Male,55,Bachelor,2.85
19106,Male,31,Master,2.95
19107,Male,44,High School,4.35
19108,Male,28,High School,2.68
19109,Female,51,Bachelor,3.69
19110,Female,33,Master,1.98
19111,Male,39,Bachelor,4.23
19112,Female,54,Master,1.43
19113,Female,32,High School,4.52
19114,Other,33,High School,3.09
19115,Male,27,Bachelor,1.71
19116,Male,55,Bachelor,4.73
19117,Male,36,High School,4.61
19118,Male,44,PhD,2.01
19119,Female,48,Bachelor,1.81
19120,Male,41,Bachelor,3.81
19121,Other,27,Master,1.0
19122,Female,39,High School,2.75
19123,Female,53,High School,4.66
19124,Female,35,Bachelor,1.17
19125,Female,53,Bachelor,3.82
19126,Male,37,Master,3.56
19127,Female,26,High School,2.91
19128,Male,37,Bachelor,2.12
19129,Male,38,PhD,2.71
19130,Female,53,Bachelor,2.99
19131,Male,46,Master,3.01
19132,Other,42,High School,2.39
19133,Male,47,Bachelor,3.36
19134,Male,35,Bachelor,1.61
19135,Female,50,Master,2.58
19136,Female,43,Bachelor,1.1
19137,Male,60,High School,3.08
19138,Female,25,High School,4.58
19139,Male,26,High School,3.65
19140,Male,53,High School,4.8
19141,Female,23,High School,1.61
19142,Male,54,Bachelor,2.81
19143,Male,56,Bachelor,1.53
19144,Female,32,High School,3.48
19145,Male,24,Bachelor,1.06
19146,Male,45,Bachelor,3.27
19147,Female,39,High School,1.3
19148,Female,42,Master,1.16
19149,Male,60,High School,3.7
19150,Male,36,High School,4.53
19151,Female,23,Master,1.77
19152,Male,45,High School,4.5
19153,Male,57,Master,3.28
19154,Female,38,Bachelor,4.73
19155,Male,23,Bachelor,2.61
19156,Male,26,Master,1.49
19157,Female,29,Bachelor,1.99
19158,Male,22,High School,3.47
19159,Male,29,High School,3.73
19160,Male,40,High School,4.97
19161,Male,32,High School,3.82
19162,Female,53,Bachelor,1.33
19163,Female,30,Bachelor,1.76
19164,Female,54,Bachelor,4.16
19165,Female,58,Master,3.1
19166,Female,49,Master,3.52
19167,Female,49,Bachelor,1.76
19168,Female,50,Master,1.82
19169,Male,32,Bachelor,3.96
19170,Male,56,High School,1.05
19171,Female,39,Bachelor,2.05
19172,Male,28,Bachelor,2.54
19173,Female,56,Bachelor,3.57
19174,Male,54,Bachelor,2.78
19175,Female,55,PhD,2.9
19176,Male,49,High School,4.13
19177,Female,59,Bachelor,3.81
19178,Female,47,Bachelor,1.08
19179,Female,47,High School,3.34
19180,Other,43,High School,1.99
19181,Female,39,Bachelor,4.78
19182,Male,59,High School,2.31
19183,Female,30,Bachelor,4.46
19184,Female,39,Master,3.45
19185,Other,26,Bachelor,2.09
19186,Female,48,High School,1.76
19187,Male,31,Bachelor,4.27
19188,Female,30,Bachelor,4.13
19189,Male,35,Bachelor,4.91
19190,Male,38,High School,3.24
19191,Female,22,Bachelor,3.12
19192,Female,59,Bachelor,1.19
19193,Female,25,Bachelor,1.22
19194,Male,60,High School,2.91
19195,Female,47,High School,2.87
19196,Male,29,Master,3.23
19197,Female,31,Bachelor,1.8
19198,Female,50,High School,1.94
19199,Female,51,High School,3.65
19200,Other,37,Bachelor,2.34
19201,Female,54,Bachelor,2.37
19202,Male,30,Bachelor,1.88
19203,Male,40,Master,2.58
19204,Male,40,Bachelor,4.6
19205,Male,28,High School,1.55
19206,Male,34,Bachelor,2.66
19207,Male,27,Master,4.73
19208,Male,37,PhD,2.81
19209,Female,53,Bachelor,2.63
19210,Female,52,Bachelor,3.82
19211,Male,52,Bachelor,3.5
