Employee_ID,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Promotions
7257,1,17,0,75,1
7258,24,24,7,75,2
7259,33,7,3,25,2
7260,1,5,10,0,2
7261,12,7,7,75,1
7262,46,25,7,100,0
7263,16,20,10,50,2
7264,8,10,13,0,1
7265,10,7,12,100,0
7266,14,14,1,100,0
7267,7,18,6,50,1
7268,32,19,4,50,0
7269,47,0,5,75,0
7270,0,11,5,25,1
7271,14,19,5,0,2
7272,41,17,7,25,2
7273,17,6,4,50,1
7274,41,4,10,75,0
7275,45,21,11,50,0
7276,2,20,0,25,0
7277,36,29,10,25,1
7278,8,4,5,50,2
7279,9,12,5,50,0
7280,30,19,5,100,0
7281,25,27,8,0,1
7282,40,19,4,75,2
7283,40,12,6,50,2
7284,6,12,13,75,1
7285,32,24,8,100,2
7286,14,13,8,50,0
7287,2,2,2,100,1
7288,40,0,14,100,2
7289,29,16,11,0,0
7290,37,7,4,0,2
7291,17,7,9,50,0
7292,12,27,8,75,2
7293,6,13,9,0,0
7294,34,2,12,50,1
7295,13,13,1,0,0
7296,13,9,11,50,0
7297,47,22,2,50,2
7298,48,29,8,75,0
7299,32,23,3,25,2
7300,33,28,4,100,0
7301,16,11,2,25,2
7302,16,25,12,0,1
7303,31,13,12,0,1
7304,43,18,0,0,1
7305,35,12,8,25,1
7306,21,29,1,25,2
7307,44,28,3,75,0
7308,17,13,12,100,2
7309,16,22,7,0,1
7310,39,1,9,25,1
7311,16,28,13,75,0
7312,4,11,1,100,1
7313,27,6,5,50,0
7314,39,12,6,75,2
7315,21,26,0,100,2
7316,3,10,11,75,1
7317,9,16,1,25,0
7318,36,0,7,0,0
7319,30,17,4,100,0
7320,13,26,7,25,1
7321,12,12,13,75,2
7322,1,28,10,25,2
7323,0,8,11,25,1
7324,21,13,11,25,0
7325,45,21,6,75,0
7326,3,24,5,25,1
7327,15,3,7,75,0
7328,44,8,9,25,1
7329,16,13,2,50,2
7330,39,3,11,25,0
7331,24,12,8,100,2
7332,42,22,7,100,2
7333,47,16,1,25,2
7334,47,2,4,0,0
7335,7,21,6,25,2
7336,6,27,2,25,2
7337,29,18,9,100,0
7338,43,23,11,25,2
7339,14,26,11,75,2
7340,42,3,6,25,1
7341,36,10,10,100,2
7342,21,10,7,100,0
7343,47,23,6,75,1
7344,9,22,1,25,0
7345,8,10,0,100,0
7346,34,4,6,75,0
7347,14,9,5,25,2
7348,44,19,14,25,1
7349,37,2,12,100,0
7350,20,24,1,100,0
7351,48,12,4,100,2
7352,36,15,0,50,2
7353,36,21,6,50,0
7354,3,20,4,75,1
7355,34,1,1,100,1
7356,31,15,1,50,1
7357,39,17,12,100,0
7358,36,13,10,75,2
7359,46,9,1,100,2
7360,42,6,4,75,2
7361,16,15,9,25,0
7362,38,19,5,50,1
7363,25,20,11,0,0
7364,44,3,10,0,1
7365,7,12,5,50,0
7366,34,15,1,50,1
7367,28,0,13,0,1
7368,46,27,1,25,1
7369,28,19,11,25,1
7370,39,17,7,100,0
7371,31,23,4,100,0
7372,20,4,5,75,1
7373,25,15,8,100,2
7374,46,9,3,25,0
7375,3,25,11,25,2
7376,16,21,3,100,1
7377,32,3,12,75,2
7378,1,0,12,0,0
7379,24,27,3,50,1
7380,27,4,13,25,0
7381,38,18,0,25,1
7382,34,23,11,25,2
7383,43,5,12,50,2
7384,13,25,2,75,1
7385,41,1,13,50,1
7386,14,21,2,0,1
7387,4,8,11,75,1
7388,48,17,9,25,1
7389,11,12,10,0,2
7390,26,18,8,0,0
7391,20,29,9,0,2
7392,18,27,9,25,1
7393,43,24,13,50,2
7394,10,14,12,25,1
7395,42,26,1,25,0
7396,12,28,9,0,2
7397,16,5,14,0,0
7398,1,0,5,25,1
7399,9,6,7,50,2
7400,13,7,0,50,2
7401,40,25,6,100,2
7402,14,18,9,50,0
7403,27,18,10,50,1
7404,36,15,2,75,1
7405,1,21,11,0,0
7406,38,6,5,50,0
7407,7,18,10,0,0
7408,41,28,1,50,0
7409,16,11,2,50,0
7410,14,23,4,50,2
7411,40,26,11,100,0
7412,27,5,0,0,0
7413,19,10,1,25,1
7414,46,9,4,0,2
7415,36,5,6,0,2
7416,36,24,7,50,1
7417,32,26,13,100,2
7418,29,10,2,25,2
7419,46,1,12,75,0
7420,49,20,3,25,0
7421,8,12,4,50,2
7422,21,29,4,100,2
7423,26,26,13,25,1
7424,16,29,5,25,1
7425,22,20,6,0,1
7426,46,28,12,75,1
7427,23,25,5,25,0
7428,9,16,12,50,2
7429,38,20,2,50,2
7430,3,21,8,50,0
7431,32,10,8,50,1
7432,34,10,14,25,2
7433,34,17,9,50,0
7434,10,1,13,50,2
7435,44,14,0,0,0
7436,35,28,8,75,1
7437,15,1,12,50,1
7438,45,27,13,50,0
7439,47,18,2,0,0
7440,1,23,0,75,2
7441,46,15,9,25,1
7442,4,26,5,25,0
7443,48,27,4,75,1
7444,33,19,7,0,2
7445,40,21,8,50,2
7446,46,29,5,100,0
7447,3,18,7,100,1
7448,42,25,11,0,0
7449,26,28,11,25,1
7450,39,15,6,0,1
7451,46,4,14,100,2
7452,42,20,4,50,2
7453,21,23,14,75,1
7454,41,6,4,100,2
7455,5,6,13,75,0
7456,33,27,13,25,2
7457,0,11,0,100,2
7458,13,20,3,75,0
7459,12,5,10,100,1
7460,8,2,12,0,0
7461,7,5,11,50,0
7462,36,4,11,75,2
7463,37,27,3,0,2
7464,48,13,3,75,2
7465,17,28,2,25,0
7466,3,22,11,75,2
7467,2,20,6,0,0
7468,21,15,4,25,0
7469,12,11,7,50,1
7470,45,0,7,0,2
7471,43,27,3,25,0
7472,25,3,1,50,0
7473,45,7,11,25,1
7474,22,23,5,75,2
7475,28,1,12,25,1
7476,45,21,3,0,1
7477,42,5,0,75,1
7478,35,16,1,75,1
7479,28,26,14,25,2
7480,49,20,3,75,0
7481,46,22,7,25,1
7482,22,2,5,50,1
7483,46,16,10,0,0
7484,30,9,12,100,1
7485,9,19,5,100,1
7486,9,8,9,75,2
7487,8,22,0,75,2
7488,26,1,2,0,1
7489,4,20,2,0,0
7490,47,16,8,100,0
7491,11,28,1,25,1
7492,12,3,6,0,1
7493,11,17,13,75,1
7494,24,24,8,75,2
7495,22,3,0,100,1
7496,8,13,12,0,0
7497,2,0,8,25,0
7498,33,27,5,25,1
7499,40,13,5,25,0
7500,22,24,10,25,0
7501,33,12,11,25,1
7502,16,16,6,50,0
7503,22,22,3,25,1
7504,2,28,13,25,0
7505,10,25,3,100,2
7506,27,4,1,100,0
7507,48,18,9,25,2
7508,31,25,0,0,2
7509,1,4,9,75,2
7510,45,19,5,75,0
7511,1,20,10,50,2
7512,12,13,12,25,2
7513,27,16,9,50,2
7514,29,4,10,75,1
7515,20,4,1,100,0
7516,47,7,4,100,2
7517,46,0,13,100,0
7518,13,4,9,100,2
7519,0,10,13,0,0
7520,44,14,14,100,2
7521,12,21,4,100,0
7522,37,22,4,100,2
7523,5,5,2,0,1
7524,38,25,9,50,0
7525,37,1,9,100,1
7526,45,2,8,100,0
7527,20,4,2,25,0
7528,36,24,0,50,2
7529,44,7,5,100,1
7530,25,13,0,50,1
7531,17,20,11,100,0
7532,2,17,0,100,2
7533,23,19,9,75,1
7534,42,8,8,50,1
7535,11,6,14,25,0
7536,24,5,4,100,0
7537,6,11,13,100,2
7538,43,4,7,100,1
7539,14,9,4,0,2
7540,43,29,7,25,0
7541,21,16,0,50,2
7542,42,15,0,25,2
7543,20,6,4,100,1
7544,41,4,7,25,0
7545,0,16,5,0,2
7546,2,25,14,75,0
7547,22,13,0,100,2
7548,13,26,14,100,1
7549,26,25,8,75,0
7550,40,3,0,0,1
7551,38,12,0,0,2
7552,10,10,9,25,0
7553,40,27,2,25,2
7554,7,6,8,50,1
7555,5,15,1,25,1
7556,45,28,11,25,0
7557,38,22,14,100,0
7558,35,9,1,100,0
7559,0,11,8,0,1
7560,15,4,9,75,2
7561,29,9,8,0,0
7562,17,22,11,25,0
7563,6,2,4,50,0
7564,46,22,9,100,1
7565,14,7,4,50,1
7566,32,21,3,0,1
7567,37,17,0,25,2
7568,12,10,1,75,2
7569,8,8,4,0,1
7570,32,9,13,100,0
7571,14,4,0,100,1
7572,11,9,6,25,1
7573,24,10,8,0,1
7574,20,18,1,100,1
7575,13,12,5,25,1
7576,23,17,0,25,1
7577,19,0,13,75,0
7578,5,29,8,0,2
7579,13,24,14,0,1
7580,4,6,7,0,1
7581,19,8,12,50,2
7582,47,12,0,0,1
7583,43,25,1,25,2
7584,43,12,2,75,0
7585,17,22,1,50,2
7586,12,23,3,100,0
7587,47,14,10,100,0
7588,14,4,14,100,0
7589,36,24,0,0,2
7590,47,28,1,75,1
7591,17,19,6,0,0
7592,48,17,8,100,0
7593,47,24,8,0,2
7594,28,4,1,25,1
7595,26,18,4,100,2
7596,37,11,12,0,1
7597,18,22,8,50,1
7598,42,29,13,50,1
7599,36,5,2,0,0
7600,21,28,14,25,1
7601,14,2,3,25,0
7602,23,23,9,50,0
7603,33,27,12,100,2
7604,14,0,1,0,1
7605,15,18,1,100,2
7606,9,14,9,75,1
7607,44,10,10,100,1
7608,2,27,2,75,1
7609,45,16,2,25,0
7610,12,4,7,100,1
7611,11,29,6,50,1
7612,0,22,11,0,2
7613,44,9,12,75,1
7614,6,9,9,0,1
7615,25,2,6,100,1
7616,40,28,12,0,0
7617,5,6,4,75,2
7618,6,26,7,0,1
7619,30,10,3,0,1
7620,35,4,6,50,2
7621,27,26,1,100,1
7622,16,7,1,25,0
7623,36,21,9,50,1
7624,42,24,7,50,0
7625,39,5,12,100,1
7626,17,9,9,25,1
7627,13,3,8,50,0
7628,26,10,2,25,2
7629,9,22,6,75,0
7630,9,2,10,100,2
7631,45,8,14,75,2
7632,25,22,5,25,2
7633,10,16,6,25,0
7634,49,0,13,50,0
7635,41,14,2,75,1
7636,29,3,12,75,0
7637,33,22,1,50,0
7638,45,23,0,100,1
7639,28,28,4,25,1
7640,17,6,13,100,1
7641,49,11,9,25,1
7642,35,17,11,0,2
7643,15,4,9,25,2
7644,23,28,6,75,2
7645,33,15,0,50,0
7646,18,14,8,25,2
7647,35,29,8,25,1
7648,24,29,12,75,0
7649,37,2,13,25,2
7650,0,20,1,100,0
7651,32,1,1,50,0
7652,13,24,4,0,0
7653,13,16,11,75,1
7654,16,18,8,100,2
7655,14,28,11,75,1
7656,19,21,4,0,1
7657,17,9,14,100,1
7658,44,18,11,100,2
7659,43,24,7,50,0
7660,16,16,10,25,1
7661,29,7,2,0,1
7662,11,5,4,25,2
7663,39,12,11,100,2
7664,29,4,13,0,2
7665,38,27,13,50,0
7666,13,11,14,100,2
7667,9,27,0,0,2
7668,20,23,12,50,1
7669,8,26,13,0,2
7670,46,15,4,25,1
7671,22,7,1,50,0
7672,40,28,8,25,1
7673,21,8,0,100,1
7674,46,14,10,25,1
7675,45,21,6,0,1
7676,13,13,8,0,1
7677,44,24,3,100,2
7678,13,19,11,100,0
7679,33,12,1,25,2
7680,26,26,11,0,0
7681,26,29,13,0,2
7682,6,10,6,0,0
7683,34,0,11,100,1
7684,0,24,4,0,2
7685,24,17,4,0,1
7686,10,15,0,50,2
7687,6,20,5,100,2
7688,10,18,0,25,1
7689,7,4,5,50,0
7690,22,27,0,0,2
7691,48,16,5,100,0
7692,37,13,4,50,1
7693,4,0,7,0,2
7694,42,5,6,0,0
7695,37,9,7,0,2
7696,27,14,4,50,2
7697,24,13,6,100,1
7698,41,29,4,100,2
7699,40,10,4,25,2
7700,28,25,9,100,2
7701,22,15,7,50,0
7702,0,18,1,100,1
7703,16,4,10,100,2
7704,28,26,0,0,1
7705,27,6,0,75,1
7706,17,28,14,100,2
7707,8,17,10,0,0
7708,14,27,4,0,0
7709,37,4,11,75,2
7710,14,16,8,100,0
7711,46,7,14,0,1
7712,26,20,2,0,1
7713,40,3,2,0,0
7714,46,4,3,50,1
7715,31,1,9,25,2
7716,32,27,14,100,0
7717,44,3,2,25,2
7718,26,1,3,0,1
7719,25,29,14,0,1
7720,32,0,3,25,2
7721,49,1,7,0,0
7722,47,25,5,25,0
7723,5,13,1,25,0
7724,34,25,5,100,2
7725,41,5,8,25,2
7726,12,4,11,25,0
7727,41,9,10,75,2
7728,45,0,1,50,2
7729,19,27,8,0,2
7730,27,8,1,100,0
7731,40,12,10,0,0
7732,43,0,14,100,2
7733,19,0,6,0,0
7734,18,23,6,75,0
7735,42,28,14,100,1
7736,1,14,2,75,0
7737,29,12,10,0,1
7738,30,20,4,25,0
7739,2,21,13,25,0
7740,46,26,0,100,0
7741,48,5,13,100,0
7742,18,28,0,25,2
7743,0,5,0,25,0
7744,40,18,4,50,1
7745,44,19,12,25,2
7746,40,23,10,25,0
7747,29,1,10,75,1
7748,20,24,1,25,0
7749,2,9,5,25,2
7750,17,15,5,100,0
7751,44,11,5,25,2
7752,30,8,7,100,2
7753,47,20,5,25,0
7754,29,24,6,0,1
7755,46,25,14,25,2
7756,45,22,7,50,1
7757,0,7,2,50,2
7758,19,13,6,50,0
7759,18,25,5,0,1
7760,11,15,8,75,0
7761,1,15,6,0,2
7762,12,19,6,50,2
7763,23,9,3,100,0
7764,20,15,0,0,0
7765,43,23,14,25,2
7766,41,4,14,0,1
7767,21,4,4,0,1
7768,15,1,14,0,2
7769,48,20,6,75,2
7770,2,14,5,50,2
7771,6,26,11,75,0
7772,44,6,9,75,0
7773,20,1,9,25,1
7774,34,3,5,75,1
7775,10,18,9,50,1
7776,28,24,8,0,0
7777,10,27,6,0,2
7778,1,7,10,0,1
7779,43,27,12,100,1
7780,25,8,4,100,2
7781,1,14,14,25,2
7782,6,26,7,100,0
7783,41,4,9,100,0
7784,10,16,3,25,0
7785,26,10,8,100,1
7786,42,28,11,0,2
7787,37,0,14,25,1
7788,31,3,13,25,1
7789,26,19,13,50,2
7790,7,15,5,50,0
7791,22,12,8,75,0
7792,31,4,11,100,2
7793,6,24,7,75,1
7794,32,14,5,50,2
7795,37,2,5,100,1
7796,12,17,13,100,1
7797,24,24,14,75,2
7798,0,13,2,75,1
7799,10,0,9,75,1
7800,22,9,13,100,2
7801,11,2,14,75,0
7802,34,24,5,0,1
7803,26,7,2,50,2
7804,32,25,0,75,0
7805,11,14,7,50,1
7806,37,17,14,75,0
7807,17,24,13,100,0
7808,47,14,8,100,1
7809,14,0,12,50,1
7810,22,23,6,50,0
7811,12,0,0,0,2
7812,46,27,13,50,1
7813,9,23,1,50,2
7814,20,7,0,0,2
7815,46,29,8,50,0
7816,43,10,6,0,1
7817,21,15,1,75,1
7818,9,27,4,75,1
7819,24,13,8,0,1
7820,33,19,9,0,1
7821,2,11,3,75,1
7822,26,13,4,25,1
7823,6,23,8,25,1
7824,9,21,7,0,0
7825,19,26,4,25,0
7826,37,29,14,0,1
7827,11,1,2,25,1
7828,27,1,12,75,2
7829,48,5,0,100,2
7830,11,21,5,75,1
7831,22,24,14,75,0
7832,11,11,8,75,2
7833,45,13,12,25,2
7834,45,19,4,25,2
7835,18,13,12,100,2
7836,30,21,10,100,2
7837,37,4,12,75,0
7838,15,2,0,50,2
7839,13,22,5,75,1
7840,36,11,5,100,2
7841,9,26,1,25,0
7842,21,25,1,25,2
7843,27,7,7,100,1
7844,12,13,8,100,0
7845,21,15,13,75,0
7846,2,0,3,25,2
7847,22,6,7,50,2
7848,32,5,9,0,0
7849,29,11,10,100,2
7850,3,29,11,25,1
7851,0,24,3,100,1
7852,1,10,5,75,2
7853,15,6,4,75,2
7854,27,23,7,100,2
7855,23,5,12,100,0
7856,22,14,9,50,1
7857,4,19,10,50,1
7858,24,24,2,100,2
7859,42,25,7,50,0
7860,44,20,5,0,2
7861,0,21,12,0,1
7862,38,19,5,25,0
7863,40,12,11,100,2
7864,29,14,13,25,2
7865,21,24,13,25,0
7866,22,5,9,100,1
7867,26,4,9,0,2
7868,32,21,1,25,0
7869,25,22,4,100,2
7870,19,22,14,75,2
7871,38,5,10,75,1
7872,27,26,4,50,1
7873,40,29,6,100,0
7874,37,22,14,25,2
7875,40,25,10,25,0
7876,0,13,2,75,1
7877,22,16,1,50,1
7878,1,21,6,75,2
7879,11,11,5,25,1
7880,34,25,14,50,2
7881,22,11,13,75,2
7882,29,17,13,0,0
7883,37,17,3,100,2
7884,8,28,13,75,1
7885,36,8,5,50,0
7886,0,19,14,0,0
7887,4,9,7,0,2
7888,16,14,9,0,0
7889,22,1,13,100,0
7890,45,10,11,0,1
7891,16,8,10,0,0
7892,6,28,11,25,2
7893,19,26,10,50,1
7894,37,8,5,25,0
7895,25,9,0,25,0
7896,6,0,10,0,1
7897,32,23,11,100,2
7898,25,29,8,0,0
7899,17,26,9,100,2
7900,4,26,1,25,2
7901,17,14,10,0,1
7902,26,21,1,100,0
7903,27,16,4,0,2
7904,35,14,10,0,2
7905,0,20,0,50,1
7906,8,23,0,0,2
7907,1,21,5,0,0
7908,48,8,3,50,0
7909,29,14,13,50,0
7910,1,19,0,75,0
7911,19,4,10,50,1
7912,37,3,8,0,1
7913,7,23,1,75,0
7914,11,26,14,100,0
7915,28,25,5,75,0
7916,43,23,6,0,2
7917,33,1,9,0,1
7918,30,11,6,0,1
7919,36,14,4,25,1
7920,34,19,9,50,0
7921,8,5,14,0,1
7922,29,20,8,75,0
7923,37,1,8,25,0
7924,27,27,7,50,2
7925,38,15,14,25,2
7926,10,4,1,0,0
7927,23,14,11,25,1
7928,45,1,3,25,0
7929,48,18,12,100,2
7930,15,21,11,75,0
7931,16,10,3,100,2
7932,15,14,9,100,0
7933,10,4,5,50,2
7934,30,0,0,75,2
7935,34,21,13,25,1
7936,31,6,7,75,1
7937,12,25,2,75,1
7938,9,26,7,50,2
7939,31,8,9,100,0
7940,18,24,11,100,1
7941,49,21,0,75,1
7942,39,13,7,50,0
7943,14,10,14,50,1
7944,41,24,12,100,2
7945,11,15,9,75,0
7946,41,11,3,25,1
7947,14,28,5,0,1
7948,18,14,8,0,1
7949,32,6,11,50,0
7950,11,2,1,25,0
7951,3,12,12,25,2
7952,20,22,5,0,0
7953,45,5,6,0,2
7954,15,27,6,100,1
7955,41,23,6,25,2
7956,47,8,7,50,2
7957,5,29,3,100,2
7958,5,24,14,100,0
7959,6,15,10,75,1
7960,29,20,12,0,0
7961,45,1,8,50,1
7962,30,2,5,50,0
7963,33,22,5,0,1
7964,1,9,1,50,2
7965,36,27,14,75,2
7966,22,21,13,75,2
7967,22,21,0,25,0
7968,18,5,3,50,0
7969,13,22,4,100,0
7970,17,1,3,25,1
7971,35,15,9,0,2
7972,43,12,6,0,0
7973,20,18,6,50,0
7974,38,9,13,100,1
7975,17,29,5,25,0
7976,43,19,3,25,1
7977,39,18,14,0,2
7978,17,16,0,75,2
7979,48,16,4,75,2
7980,28,9,8,25,1
7981,0,1,4,25,0
7982,41,25,6,0,0
7983,19,23,9,75,1
7984,24,24,13,0,1
7985,49,21,3,75,0
7986,20,16,12,25,1
7987,42,28,10,75,0
7988,21,25,11,100,1
7989,39,24,14,50,2
7990,43,27,13,100,2
7991,31,3,12,100,1
7992,27,22,12,75,1
7993,34,20,1,50,1
7994,37,22,12,75,2
7995,46,26,6,100,1
7996,26,11,7,0,1
7997,7,19,2,0,1
7998,13,16,11,25,1
7999,24,26,1,75,1
8000,0,6,4,0,2
8001,16,0,11,25,2
8002,29,13,2,0,0
8003,0,3,3,75,1
8004,10,13,5,75,1
8005,24,28,3,25,2
8006,42,20,9,25,0
8007,1,29,4,50,0
8008,30,1,13,25,2
8009,5,9,4,100,2
8010,26,22,0,75,0
8011,21,2,11,25,2
8012,3,18,12,50,2
8013,9,18,1,50,0
8014,12,16,12,75,2
8015,40,18,8,100,2
8016,32,12,11,75,2
8017,8,3,13,75,0
8018,23,27,6,100,1
8019,39,9,5,0,0
8020,7,22,14,50,1
8021,14,29,3,75,2
8022,16,9,4,100,2
8023,45,19,0,100,0
8024,13,13,3,75,0
8025,5,8,4,75,0
8026,4,28,6,100,1
8027,21,16,0,100,1
8028,28,0,3,25,0
8029,6,18,0,0,2
8030,6,9,8,75,2
8031,45,13,11,75,0
8032,10,15,13,25,0
8033,37,3,7,100,1
8034,40,28,10,0,1
8035,15,18,1,0,0
8036,42,27,3,25,2
8037,20,22,0,0,0
8038,7,15,11,100,1
8039,25,21,1,50,0
8040,44,4,9,25,2
8041,41,13,2,75,2
8042,17,27,8,50,2
8043,19,22,5,75,1
8044,19,24,7,25,2
8045,40,2,6,75,0
8046,9,16,4,75,2
8047,33,4,9,25,2
8048,7,14,5,0,2
8049,12,11,6,50,2
8050,37,21,12,75,1
8051,34,18,10,25,1
8052,5,24,4,75,1
8053,16,16,2,0,1
8054,24,24,8,100,1
8055,4,4,1,75,0
8056,25,13,14,75,1
8057,38,19,5,0,2
8058,15,15,12,100,1
8059,10,4,6,50,2
8060,45,7,2,75,1
8061,34,2,10,25,2
8062,7,20,9,50,1
8063,33,11,6,25,1
8064,26,5,5,75,1
8065,20,20,13,75,2
8066,5,0,14,0,0
8067,45,1,6,25,2
8068,15,14,3,25,2
8069,15,23,14,50,0
8070,40,11,3,0,0
8071,12,14,14,75,2
8072,40,26,11,75,1
8073,33,25,14,100,1
8074,30,27,9,75,2
8075,28,9,9,25,0
8076,46,20,13,75,1
8077,28,6,2,75,0
8078,5,26,0,50,1
8079,33,0,10,0,0
8080,3,15,9,75,0
8081,17,23,8,25,0
8082,0,10,9,75,1
8083,30,7,10,50,2
8084,46,17,3,100,0
8085,1,18,0,50,1
8086,28,15,8,0,0
8087,26,6,9,25,2
8088,32,2,12,75,0
8089,27,3,2,50,1
8090,47,22,8,0,1
8091,4,24,3,0,1
8092,37,29,13,50,2
8093,6,5,6,25,1
8094,20,13,4,100,1
8095,11,8,12,0,2
8096,35,4,13,75,0
8097,34,23,13,0,0
8098,6,23,3,25,0
8099,0,19,7,100,1
8100,37,21,3,75,0
8101,5,10,9,0,2
8102,22,25,1,25,2
8103,25,1,7,100,0
8104,25,25,6,50,1
8105,27,29,8,25,2
8106,36,16,8,100,1
8107,17,28,1,25,1
8108,33,0,2,100,1
8109,8,19,7,25,2
8110,13,21,9,50,1
8111,39,21,1,75,2
8112,42,11,5,100,1
8113,4,3,2,50,1
8114,6,16,9,100,1
8115,24,13,12,75,0
8116,46,12,9,75,1
8117,27,14,1,25,1
8118,49,24,0,75,1
8119,32,25,7,0,1
8120,16,11,5,25,1
8121,35,13,11,50,0
8122,27,24,13,100,0
8123,37,22,14,75,1
8124,6,6,4,50,1
8125,21,19,6,0,1
8126,11,16,0,100,0
8127,19,3,1,25,1
8128,32,18,7,100,2
8129,25,11,8,50,1
8130,6,25,5,100,2
8131,6,13,7,0,0
8132,2,0,9,100,1
8133,11,26,12,50,1
8134,28,3,10,0,0
8135,44,4,14,75,1
8136,27,0,12,75,1
8137,21,22,11,75,0
8138,17,5,9,0,0
8139,25,8,13,25,1
8140,15,22,10,0,0
8141,26,17,14,75,0
8142,35,29,5,50,0
8143,3,5,8,0,2
8144,10,12,3,75,2
8145,25,8,2,0,1
8146,42,21,9,100,1
8147,16,17,5,75,1
8148,29,4,1,75,0
8149,20,10,14,0,1
8150,21,13,14,100,0
8151,12,6,13,75,2
8152,35,7,12,100,0
8153,48,15,9,75,0
8154,7,25,13,100,1
8155,48,7,6,50,1
8156,42,23,2,50,0
8157,28,24,9,50,0
8158,15,12,8,50,1
8159,39,18,2,50,2
8160,12,14,2,75,1
8161,4,11,5,100,0
8162,45,12,4,100,0
8163,12,11,7,100,0
8164,15,1,2,25,2
8165,47,18,6,25,0
8166,34,13,12,75,1
8167,27,1,3,0,1
8168,23,22,12,75,1
8169,22,7,13,0,2
8170,20,1,2,75,2
8171,8,19,12,50,0
8172,48,29,0,50,0
8173,3,29,7,25,0
8174,8,8,0,50,0
8175,23,26,14,50,1
8176,7,21,14,50,1
8177,41,28,14,25,1
8178,26,16,1,25,0
8179,8,17,13,50,0
8180,42,8,9,25,2
8181,28,21,1,75,1
8182,1,19,4,75,1
8183,31,1,5,25,0
8184,47,27,13,75,1
8185,43,12,7,50,0
8186,13,28,7,25,0
8187,11,29,2,50,0
8188,45,22,3,50,0
8189,41,25,7,25,2
8190,14,22,4,50,2
8191,15,8,4,0,0
8192,35,11,10,75,2
8193,29,12,8,75,1
8194,7,13,10,25,2
8195,4,11,1,0,1
8196,25,13,7,25,0
8197,9,15,14,50,2
8198,17,13,3,50,0
8199,27,22,11,100,0
8200,27,23,6,50,0
8201,47,6,5,75,0
8202,4,1,13,100,0
8203,13,11,1,25,1
8204,7,28,13,25,1
8205,49,6,12,50,0
8206,35,5,13,0,1
8207,15,2,2,100,0
8208,3,23,2,25,1
8209,0,18,14,75,0
8210,44,10,2,100,2
8211,26,20,12,100,0
8212,40,3,1,25,1
8213,46,15,7,0,0
8214,35,8,5,50,2
8215,48,3,7,100,1
8216,2,19,4,25,1
8217,47,23,13,75,2
8218,48,14,2,75,0
8219,14,12,14,25,2
8220,32,25,1,75,2
8221,44,12,11,0,2
8222,48,28,2,0,1
8223,0,14,14,75,1
8224,36,6,9,25,2
8225,34,25,13,100,1
8226,10,26,6,75,1
8227,13,0,11,100,2
8228,31,23,1,25,1
8229,17,9,5,25,2
8230,1,11,1,50,0
8231,32,21,7,25,2
8232,19,1,14,25,0
8233,48,29,8,100,2
8234,16,22,2,50,1
8235,41,24,3,75,2
8236,20,4,14,50,2
8237,38,15,12,100,2
8238,3,13,6,25,0
8239,47,9,8,50,0
8240,7,6,1,50,0
8241,11,1,2,50,2
8242,8,4,13,50,0
8243,3,27,13,75,0
8244,19,15,2,0,1
8245,10,22,0,75,2
8246,24,17,1,50,2
8247,29,10,12,25,0
8248,4,10,7,50,0
8249,17,26,14,0,0
8250,3,18,0,0,0
8251,7,13,0,50,0
8252,34,0,6,25,0
8253,26,13,8,0,2
8254,35,19,13,50,0
8255,21,12,7,75,1
8256,45,12,8,100,0
8257,13,28,12,100,0
8258,45,24,9,50,2
8259,30,19,7,50,0
8260,19,7,7,50,2
8261,10,1,14,25,2
8262,10,2,8,25,1
8263,10,25,12,25,1
8264,30,29,13,75,0
8265,5,8,7,75,2
8266,31,29,13,50,2
8267,31,8,7,25,1
8268,49,23,5,100,2
8269,28,26,2,0,0
8270,37,1,13,0,2
8271,28,16,10,100,0
8272,29,7,6,50,1
8273,45,23,0,0,0
8274,3,0,13,100,2
8275,12,20,4,25,2
8276,8,8,5,0,1
8277,25,20,6,50,1
8278,49,12,0,0,2
8279,36,25,11,100,0
8280,20,20,14,50,2
8281,38,23,4,50,0
8282,27,19,12,100,2
8283,45,18,10,0,0
8284,4,3,7,0,1
8285,25,6,5,50,1
8286,33,17,8,100,1
8287,30,8,0,100,2
8288,38,0,14,0,0
8289,32,22,3,0,0
8290,24,20,0,0,0
8291,16,26,4,25,1
8292,8,18,10,0,1
8293,23,24,7,50,0
8294,6,15,10,25,2
8295,0,10,9,25,2
8296,28,2,2,75,1
8297,13,17,1,0,1
8298,1,20,8,25,0
8299,47,3,6,0,0
8300,38,12,9,25,2
8301,46,21,14,75,2
8302,24,14,10,25,2
8303,10,3,9,50,2
8304,30,9,12,0,0
8305,28,21,14,25,2
8306,3,25,14,75,1
8307,13,26,6,25,0
8308,1,2,6,0,0
8309,19,3,9,0,0
8310,49,23,0,75,1
8311,48,22,6,100,0
8312,44,16,2,25,0
8313,49,6,3,25,0
8314,22,25,10,75,2
8315,36,24,14,25,1
8316,33,27,4,0,0
8317,4,1,9,50,0
8318,41,23,7,100,0
8319,41,5,6,25,2
8320,4,6,0,0,2
8321,47,0,3,50,1
8322,25,12,5,75,0
8323,43,25,4,75,0
8324,21,11,9,50,1
8325,31,11,13,25,2
8326,22,28,2,25,0
8327,0,23,7,25,2
8328,21,1,14,50,1
8329,18,14,0,75,1
