Employee_ID,Monthly_Salary,Performance_Score,Work_Hours_Per_Week,Projects_Handled,Training_Hours
11438,8250.0,5,31,34,94
11439,6600.0,1,54,43,1
11440,7800.0,3,50,13,62
11441,8250.0,5,48,46,15
11442,8400.0,4,54,4,81
11443,5200.0,3,42,30,99
11444,5200.0,3,35,30,91
11445,7800.0,3,60,4,86
11446,7000.0,4,58,47,99
11447,7800.0,3,48,17,97
11448,4400.0,1,33,49,46
11449,7000.0,4,40,16,60
11450,7500.0,5,35,25,99
11451,7700.0,4,44,28,88
11452,7200.0,2,49,49,19
11453,4550.0,3,45,7,23
11454,6600.0,1,30,14,37
11455,6300.0,4,41,46,26
11456,6000.0,5,40,4,0
11457,7700.0,4,54,33,73
11458,6000.0,5,41,32,0
11459,6600.0,1,57,6,18
11460,6050.0,1,55,36,1
11461,7200.0,2,55,13,20
11462,5200.0,3,50,6,96
11463,4900.0,4,34,25,27
11464,5400.0,2,45,15,53
11465,5400.0,2,49,3,97
11466,7700.0,4,54,21,67
11467,6600.0,2,56,12,81
11468,6750.0,5,50,30,3
11469,7200.0,2,41,12,86
11470,5850.0,3,35,0,26
11471,6500.0,3,35,31,69
11472,9000.0,5,55,48,78
11473,5500.0,1,31,42,57
11474,4900.0,4,36,42,93
11475,5600.0,4,33,47,48
11476,6050.0,1,42,39,27
11477,4200.0,2,34,15,72
11478,7200.0,2,55,39,95
11479,7800.0,3,58,27,60
11480,6050.0,1,41,4,14
11481,6050.0,1,50,16,33
11482,7500.0,5,53,6,43
11483,9000.0,5,49,9,52
11484,4950.0,1,55,11,92
11485,7200.0,2,45,5,82
11486,6600.0,1,60,24,33
11487,4400.0,1,30,47,44
11488,5200.0,3,55,24,21
11489,6000.0,2,33,37,51
11490,4550.0,3,56,48,77
11491,6600.0,2,33,27,85
11492,3850.0,1,56,25,84
11493,6600.0,2,35,35,17
11494,7500.0,5,60,42,14
11495,7500.0,5,41,4,85
11496,7700.0,4,45,39,79
11497,5400.0,2,36,12,56
11498,7800.0,3,60,38,53
11499,8250.0,5,40,22,40
11500,7500.0,5,41,31,25
11501,8400.0,4,44,45,30
11502,3850.0,1,36,27,65
11503,7800.0,3,58,1,89
11504,7200.0,2,59,19,19
11505,6500.0,3,34,13,95
11506,4400.0,1,43,34,8
11507,4900.0,4,34,9,91
11508,7800.0,3,51,28,33
11509,7800.0,3,53,27,53
11510,5200.0,3,47,24,83
11511,7700.0,4,60,25,82
11512,6750.0,5,39,45,66
11513,5500.0,1,45,40,62
11514,6300.0,4,40,29,41
11515,8400.0,4,59,11,41
11516,4950.0,1,43,6,83
11517,4800.0,2,50,9,66
11518,5500.0,1,37,37,88
11519,5250.0,5,42,44,65
11520,6050.0,1,42,5,81
11521,7200.0,2,32,4,92
11522,7800.0,3,35,46,50
11523,7000.0,4,38,12,85
11524,3850.0,1,53,3,32
11525,9000.0,5,44,41,57
11526,7200.0,2,42,35,58
11527,3850.0,1,43,42,78
11528,6600.0,1,36,16,69
11529,7000.0,4,30,45,91
11530,5850.0,3,39,32,44
11531,3850.0,1,52,37,86
11532,6750.0,5,38,10,25
11533,4900.0,4,38,36,32
11534,4200.0,2,55,40,17
11535,6000.0,5,37,8,55
11536,7150.0,3,47,48,94
11537,8400.0,4,56,3,17
11538,6600.0,2,42,25,1
11539,7200.0,2,43,6,32
11540,7200.0,2,42,39,40
11541,6050.0,1,55,35,85
11542,8400.0,4,59,10,90
11543,7800.0,3,49,8,9
11544,6050.0,1,47,45,47
11545,7200.0,2,50,14,36
11546,7700.0,4,36,37,58
11547,8400.0,4,46,11,58
11548,7700.0,4,58,10,5
11549,7200.0,2,31,49,14
11550,4400.0,1,36,17,18
11551,7800.0,3,60,48,50
11552,6750.0,5,38,13,19
11553,4800.0,2,59,28,66
11554,3850.0,1,47,32,60
11555,4950.0,1,30,8,61
11556,5600.0,4,41,3,32
11557,6600.0,1,59,4,99
11558,5200.0,3,50,4,3
11559,4550.0,3,35,3,5
11560,9000.0,5,44,3,91
11561,6050.0,1,54,27,93
11562,7000.0,4,34,37,74
11563,5850.0,3,40,48,10
11564,4550.0,3,31,37,48
11565,7800.0,3,41,37,60
11566,5600.0,4,55,48,65
11567,7500.0,5,36,15,61
11568,7150.0,3,44,18,96
11569,4400.0,1,57,8,21
11570,9000.0,5,40,43,94
11571,8250.0,5,35,22,7
11572,5250.0,5,60,49,84
11573,9000.0,5,43,38,21
11574,7800.0,3,34,28,43
11575,6050.0,1,50,24,74
11576,7200.0,2,56,1,7
11577,6000.0,2,40,17,57
11578,5850.0,3,31,31,75
11579,4950.0,1,41,39,37
11580,7500.0,5,30,21,32
11581,8250.0,5,51,14,18
11582,4400.0,1,41,23,83
11583,7200.0,2,56,7,43
11584,6300.0,4,51,33,54
11585,5500.0,1,50,27,15
11586,6600.0,2,59,49,82
11587,5600.0,4,50,8,31
11588,7800.0,3,53,26,15
11589,6000.0,2,42,29,84
11590,4200.0,2,44,21,70
11591,6000.0,2,36,38,66
11592,5500.0,1,35,15,73
11593,5200.0,3,45,7,15
11594,4200.0,2,55,20,58
11595,6500.0,3,43,22,27
11596,9000.0,5,48,24,44
11597,7800.0,3,56,5,75
11598,6500.0,3,42,46,49
11599,7800.0,3,38,31,49
11600,5850.0,3,58,1,0
11601,4800.0,2,52,4,89
11602,7200.0,2,31,33,94
11603,3850.0,1,38,24,63
11604,4550.0,3,54,46,73
11605,8250.0,5,43,24,34
11606,7800.0,3,51,8,87
11607,6600.0,1,52,38,35
11608,7200.0,2,32,19,39
11609,7500.0,5,30,48,20
11610,9000.0,5,31,26,93
11611,6050.0,1,45,42,55
11612,3850.0,1,38,10,99
11613,6750.0,5,40,2,87
11614,7500.0,5,50,3,56
11615,7800.0,3,31,39,56
11616,4200.0,2,38,43,92
11617,8400.0,4,55,25,72
11618,5200.0,3,56,17,68
11619,6000.0,5,58,28,80
11620,6300.0,4,51,47,18
11621,6600.0,1,36,11,59
11622,7200.0,2,58,33,42
11623,7500.0,5,53,5,48
11624,4950.0,1,44,49,41
11625,5250.0,5,47,33,7
11626,6000.0,5,48,14,36
11627,7800.0,3,35,47,22
11628,6500.0,3,60,25,91
11629,5500.0,1,37,25,9
11630,5250.0,5,37,13,43
11631,6050.0,1,43,23,41
11632,7800.0,3,35,44,16
11633,6600.0,1,37,35,69
11634,5250.0,5,45,48,47
11635,5850.0,3,30,35,93
11636,5400.0,2,35,18,35
11637,4800.0,2,32,32,35
11638,7800.0,3,38,46,30
11639,6600.0,1,37,0,31
11640,3850.0,1,35,27,37
11641,6600.0,1,49,12,54
11642,9000.0,5,60,28,25
11643,8250.0,5,32,36,1
11644,6500.0,3,33,21,11
11645,7000.0,4,32,15,94
11646,5250.0,5,30,36,32
11647,8250.0,5,33,18,25
11648,7800.0,3,39,37,15
11649,4950.0,1,31,38,75
11650,7800.0,3,32,37,96
11651,6500.0,3,60,28,24
11652,9000.0,5,31,47,9
11653,4900.0,4,41,14,0
11654,6600.0,2,52,8,84
11655,4400.0,1,52,3,32
11656,4900.0,4,48,27,78
11657,8250.0,5,40,45,39
11658,4400.0,1,37,2,74
11659,9000.0,5,44,12,70
11660,8250.0,5,51,2,12
11661,8400.0,4,37,5,89
11662,6600.0,1,58,44,1
11663,7150.0,3,59,36,20
11664,7200.0,2,32,44,14
11665,5600.0,4,47,48,25
11666,7150.0,3,51,24,76
11667,6600.0,1,35,48,74
11668,5400.0,2,44,8,68
11669,7500.0,5,37,41,50
11670,7700.0,4,43,39,35
11671,4200.0,2,35,39,95
11672,7000.0,4,34,9,76
11673,5600.0,4,40,34,48
11674,6000.0,2,46,18,63
11675,6000.0,5,55,17,92
11676,8250.0,5,54,8,71
11677,6600.0,1,34,29,4
11678,3850.0,1,33,13,29
11679,5200.0,3,49,30,33
11680,6600.0,1,41,45,27
11681,7800.0,3,31,17,3
11682,4400.0,1,47,15,43
11683,5500.0,1,58,25,53
11684,6750.0,5,55,0,75
11685,5250.0,5,42,46,66
11686,4800.0,2,30,8,40
11687,7200.0,2,53,26,75
11688,7800.0,3,56,33,40
11689,5400.0,2,42,46,67
11690,8250.0,5,50,5,58
11691,6500.0,3,43,12,47
11692,7200.0,2,31,3,29
11693,6000.0,2,30,46,66
11694,6000.0,2,43,18,79
11695,4900.0,4,59,9,50
11696,8400.0,4,32,15,92
11697,9000.0,5,41,32,40
11698,6600.0,1,35,39,1
11699,4900.0,4,48,45,83
11700,3850.0,1,30,13,85
11701,8400.0,4,34,7,48
11702,8400.0,4,32,34,33
11703,8400.0,4,46,10,8
11704,8400.0,4,35,9,22
11705,4950.0,1,59,26,81
11706,6500.0,3,58,15,71
11707,4400.0,1,32,11,75
11708,6000.0,5,37,15,30
11709,6000.0,2,55,7,57
11710,7500.0,5,38,8,96
11711,6500.0,3,32,20,22
11712,6750.0,5,57,11,29
11713,8400.0,4,51,8,81
11714,5200.0,3,50,13,83
11715,9000.0,5,42,44,95
11716,6050.0,1,36,14,60
11717,6750.0,5,48,38,69
11718,6600.0,2,55,39,30
11719,6600.0,1,53,29,86
11720,4550.0,3,56,10,59
11721,7200.0,2,53,11,94
11722,5250.0,5,37,1,61
11723,6000.0,5,32,36,7
11724,9000.0,5,41,23,10
11725,7800.0,3,40,9,2
11726,6750.0,5,30,48,14
11727,4550.0,3,35,11,36
11728,6000.0,2,39,47,51
11729,5850.0,3,50,13,5
11730,5500.0,1,57,45,54
11731,4800.0,2,51,12,74
11732,9000.0,5,49,32,11
11733,6300.0,4,43,30,22
11734,8400.0,4,34,11,95
11735,7700.0,4,47,12,54
11736,9000.0,5,51,4,27
11737,6750.0,5,37,2,5
11738,6500.0,3,30,32,21
11739,7200.0,2,35,32,6
11740,6600.0,1,37,38,32
11741,7500.0,5,57,33,72
11742,5500.0,1,30,26,20
11743,6600.0,1,50,45,13
11744,7200.0,2,30,45,2
11745,5400.0,2,56,18,45
11746,6600.0,1,32,39,13
11747,6600.0,2,53,10,2
11748,5850.0,3,58,20,96
11749,8400.0,4,41,25,15
11750,8400.0,4,59,18,24
11751,8400.0,4,35,10,55
11752,9000.0,5,33,36,31
11753,6600.0,1,30,41,65
11754,6300.0,4,46,20,44
11755,9000.0,5,43,35,93
11756,3850.0,1,40,10,54
11757,5500.0,1,32,42,97
11758,7700.0,4,47,18,40
11759,5500.0,1,36,49,50
11760,6000.0,2,30,18,94
11761,4550.0,3,60,47,33
11762,5850.0,3,41,37,43
11763,8250.0,5,35,33,14
11764,8400.0,4,50,34,87
11765,8400.0,4,45,26,44
11766,8400.0,4,35,31,71
11767,7000.0,4,57,39,60
11768,5400.0,2,41,7,47
11769,6300.0,4,44,40,28
11770,7500.0,5,57,12,85
11771,4800.0,2,47,4,13
11772,7000.0,4,33,4,21
11773,5600.0,4,43,5,92
11774,3850.0,1,46,35,76
11775,6000.0,5,52,39,91
11776,4800.0,2,34,24,66
11777,7000.0,4,40,48,25
11778,7200.0,2,44,1,56
11779,6500.0,3,59,30,92
11780,4900.0,4,50,18,29
11781,5200.0,3,46,46,21
11782,6600.0,1,46,16,18
11783,7800.0,3,48,33,80
11784,9000.0,5,54,13,68
11785,4550.0,3,52,5,22
11786,6050.0,1,38,1,98
11787,4550.0,3,43,6,23
11788,6000.0,5,36,49,50
11789,6750.0,5,51,15,92
11790,7150.0,3,59,8,85
11791,5500.0,1,53,27,22
11792,7500.0,5,59,18,84
11793,4400.0,1,51,12,38
11794,4950.0,1,42,18,59
11795,7500.0,5,58,23,67
11796,7200.0,2,56,3,17
11797,5850.0,3,49,36,75
11798,5250.0,5,45,13,50
11799,4950.0,1,52,42,38
11800,7700.0,4,53,18,79
11801,8250.0,5,30,42,87
11802,6000.0,5,58,36,28
11803,6600.0,1,35,35,5
11804,7150.0,3,58,19,16
11805,5200.0,3,46,39,26
11806,5600.0,4,52,18,47
11807,6300.0,4,59,30,33
11808,6600.0,1,56,8,0
11809,4800.0,2,40,10,14
11810,7500.0,5,49,44,56
11811,6600.0,1,48,4,64
11812,3850.0,1,59,8,41
11813,6500.0,3,58,27,61
11814,6750.0,5,39,39,96
11815,6500.0,3,32,36,88
11816,5200.0,3,49,33,79
11817,4900.0,4,41,14,66
11818,8250.0,5,35,48,17
11819,6600.0,1,41,47,29
11820,4900.0,4,44,34,88
11821,7800.0,3,46,25,99
11822,7200.0,2,57,14,95
11823,7700.0,4,33,13,15
11824,4900.0,4,42,1,87
11825,8400.0,4,36,46,66
11826,6000.0,5,57,0,68
11827,7800.0,3,52,19,15
11828,6000.0,2,43,48,30
11829,5600.0,4,35,43,46
11830,4800.0,2,33,34,38
11831,8400.0,4,40,24,52
11832,5500.0,1,60,28,6
11833,3850.0,1,60,30,64
11834,8400.0,4,48,21,86
11835,5500.0,1,52,35,75
11836,7500.0,5,57,35,5
11837,6500.0,3,44,46,38
11838,9000.0,5,44,29,67
11839,6000.0,5,59,2,45
11840,5500.0,1,51,30,60
11841,8250.0,5,48,39,11
11842,4800.0,2,57,26,27
11843,7800.0,3,44,41,53
11844,6500.0,3,37,11,93
11845,7000.0,4,43,42,51
11846,3850.0,1,56,6,49
11847,9000.0,5,35,11,1
11848,5250.0,5,49,26,75
11849,6050.0,1,36,28,96
11850,7800.0,3,31,9,95
11851,4800.0,2,48,25,86
11852,6000.0,5,41,37,93
11853,3850.0,1,42,38,1
11854,6600.0,1,49,7,58
11855,4400.0,1,58,5,73
11856,8250.0,5,56,4,95
11857,6600.0,1,56,42,28
11858,6600.0,2,30,38,46
11859,5250.0,5,40,14,64
11860,7200.0,2,42,31,72
11861,7700.0,4,44,20,30
11862,6500.0,3,37,37,67
11863,7200.0,2,45,26,40
11864,4400.0,1,41,10,29
11865,7800.0,3,30,34,60
11866,5200.0,3,33,38,15
11867,6300.0,4,52,34,70
11868,7800.0,3,49,14,36
11869,7800.0,3,43,11,11
11870,4800.0,2,48,0,12
11871,8250.0,5,43,36,80
11872,5400.0,2,56,5,50
11873,6500.0,3,46,8,84
11874,6600.0,1,39,2,7
11875,5500.0,1,58,12,88
11876,3850.0,1,43,43,53
11877,5500.0,1,50,20,56
11878,5600.0,4,48,12,13
11879,5600.0,4,51,33,90
11880,5200.0,3,30,26,22
11881,7200.0,2,37,10,42
11882,9000.0,5,31,46,13
11883,8250.0,5,43,10,45
11884,7150.0,3,51,7,67
11885,6300.0,4,42,5,71
11886,6050.0,1,43,38,89
11887,8250.0,5,49,35,49
11888,4400.0,1,35,44,10
11889,9000.0,5,46,40,56
11890,4800.0,2,43,20,84
11891,4950.0,1,32,39,90
11892,7800.0,3,57,8,23
11893,6750.0,5,38,12,98
11894,4200.0,2,58,30,82
11895,6500.0,3,42,12,13
11896,3850.0,1,49,35,87
11897,6750.0,5,31,16,91
11898,8400.0,4,51,21,75
11899,5500.0,1,34,6,87
11900,5200.0,3,38,28,29
11901,5400.0,2,45,2,96
11902,7800.0,3,44,32,84
11903,9000.0,5,59,9,97
11904,4900.0,4,37,14,44
11905,8400.0,4,48,16,45
11906,5500.0,1,34,18,37
11907,6600.0,1,34,45,10
11908,7000.0,4,48,20,50
11909,5600.0,4,40,3,67
11910,6500.0,3,50,6,90
11911,7800.0,3,56,29,74
11912,9000.0,5,55,21,53
11913,4200.0,2,44,32,64
11914,4200.0,2,45,44,45
11915,9000.0,5,54,25,44
11916,8250.0,5,59,39,63
11917,8400.0,4,47,1,39
11918,6750.0,5,42,34,46
11919,4200.0,2,37,29,12
11920,7800.0,3,40,7,33
11921,6600.0,1,54,48,44
11922,7700.0,4,48,35,41
11923,6000.0,2,54,6,89
11924,4800.0,2,38,49,89
11925,6600.0,1,52,17,94
11926,6050.0,1,44,19,73
11927,6500.0,3,36,36,63
11928,6750.0,5,44,6,55
11929,5200.0,3,48,9,30
11930,5400.0,2,43,22,14
11931,7800.0,3,55,18,71
11932,5850.0,3,55,31,44
11933,6000.0,2,50,23,19
11934,7800.0,3,33,15,87
11935,5200.0,3,33,26,57
11936,4200.0,2,42,38,61
11937,7000.0,4,37,36,35
11938,4800.0,2,37,34,74
11939,4200.0,2,32,29,35
11940,3850.0,1,34,33,33
11941,7200.0,2,49,47,24
11942,4950.0,1,45,43,14
11943,5250.0,5,34,24,91
11944,6000.0,2,46,9,32
11945,4800.0,2,41,46,58
11946,7500.0,5,35,31,93
11947,9000.0,5,48,17,6
11948,6500.0,3,42,46,53
11949,9000.0,5,50,26,46
11950,5200.0,3,36,29,74
11951,7150.0,3,34,15,66
11952,7800.0,3,48,5,13
11953,8400.0,4,58,45,36
11954,5400.0,2,47,21,83
11955,6600.0,1,44,19,35
11956,8400.0,4,30,13,53
11957,7800.0,3,45,18,84
11958,6000.0,5,42,43,25
11959,9000.0,5,49,17,73
11960,5500.0,1,54,28,24
11961,5250.0,5,56,33,82
11962,6050.0,1,50,17,36
11963,4950.0,1,46,18,40
11964,6300.0,4,51,49,9
11965,9000.0,5,40,45,39
11966,4200.0,2,31,11,33
11967,4400.0,1,39,5,77
11968,5250.0,5,37,17,32
11969,6300.0,4,54,1,27
11970,7200.0,2,42,22,63
11971,7700.0,4,58,23,35
11972,7200.0,2,57,27,47
11973,7000.0,4,45,14,33
11974,9000.0,5,48,33,52
11975,6600.0,2,58,46,92
11976,6600.0,2,40,48,60
11977,4200.0,2,56,27,36
11978,5400.0,2,39,27,80
11979,9000.0,5,51,38,70
11980,7200.0,2,37,35,42
11981,7150.0,3,56,35,48
11982,7500.0,5,55,25,10
11983,5600.0,4,32,31,39
11984,4900.0,4,49,30,66
11985,7700.0,4,48,25,5
11986,9000.0,5,38,12,63
11987,6300.0,4,56,47,96
11988,9000.0,5,32,4,18
11989,8250.0,5,38,29,6
11990,4400.0,1,47,4,72
11991,7200.0,2,32,6,33
11992,4800.0,2,42,15,2
11993,6600.0,1,38,9,97
11994,8400.0,4,33,14,99
11995,6750.0,5,48,46,46
11996,6750.0,5,44,8,69
11997,6000.0,2,57,22,20
11998,6050.0,1,31,2,27
11999,5600.0,4,56,8,51
12000,7000.0,4,49,29,26
12001,4200.0,2,55,47,80
12002,5200.0,3,32,36,99
12003,6600.0,1,36,12,23
12004,6000.0,2,32,3,91
12005,5200.0,3,55,43,56
12006,5200.0,3,58,2,10
12007,4950.0,1,52,14,90
12008,7800.0,3,42,41,32
12009,3850.0,1,51,16,0
12010,7200.0,2,40,41,3
12011,8400.0,4,32,19,20
12012,6600.0,1,45,13,36
12013,6000.0,5,33,40,18
12014,6600.0,2,37,4,72
12015,4800.0,2,31,36,97
12016,7200.0,2,46,5,94
12017,6600.0,1,43,32,82
12018,7000.0,4,46,33,99
12019,4400.0,1,41,32,20
12020,6000.0,5,40,33,62
12021,7150.0,3,42,25,94
12022,6600.0,2,39,5,71
12023,9000.0,5,51,47,22
12024,6300.0,4,40,48,36
12025,4200.0,2,52,22,75
12026,7000.0,4,56,30,66
12027,5200.0,3,56,45,0
12028,4400.0,1,47,42,51
12029,6600.0,2,60,7,39
12030,6600.0,2,31,22,73
12031,4900.0,4,59,19,30
12032,7200.0,2,33,31,68
12033,8400.0,4,55,15,49
12034,5850.0,3,60,43,23
12035,9000.0,5,42,9,40
12036,5400.0,2,31,9,3
12037,7800.0,3,37,8,90
12038,4800.0,2,38,43,62
12039,7200.0,2,56,42,44
12040,9000.0,5,42,22,28
12041,9000.0,5,56,1,87
12042,7500.0,5,40,30,27
12043,9000.0,5,37,0,96
12044,5850.0,3,50,25,11
12045,9000.0,5,43,14,56
12046,7500.0,5,33,23,79
12047,6050.0,1,49,11,11
12048,4900.0,4,39,46,8
12049,4400.0,1,54,24,55
12050,6600.0,2,47,6,11
12051,6050.0,1,50,36,51
12052,5850.0,3,51,24,67
12053,7800.0,3,43,4,14
12054,7500.0,5,54,26,90
12055,4900.0,4,44,19,69
12056,7000.0,4,35,37,21
12057,7500.0,5,41,20,63
12058,4900.0,4,54,44,34
12059,8250.0,5,40,30,44
12060,6750.0,5,45,16,0
12061,6750.0,5,53,40,39
12062,7200.0,2,41,26,88
12063,5200.0,3,48,3,63
12064,9000.0,5,44,35,41
12065,4200.0,2,50,32,99
12066,9000.0,5,47,8,69
12067,5850.0,3,33,20,79
12068,6750.0,5,53,8,3
12069,4400.0,1,57,2,16
12070,6600.0,1,31,41,44
12071,7000.0,4,37,37,74
12072,9000.0,5,49,0,24
12073,4800.0,2,48,21,56
12074,6050.0,1,38,13,83
12075,5400.0,2,36,43,73
12076,7200.0,2,40,22,39
12077,4400.0,1,36,19,82
12078,5250.0,5,55,4,91
12079,5200.0,3,33,46,83
12080,6500.0,3,33,43,21
12081,4200.0,2,60,1,6
12082,6050.0,1,49,33,75
12083,6750.0,5,36,18,95
12084,7500.0,5,54,26,89
12085,4800.0,2,45,21,30
12086,4550.0,3,34,4,75
12087,6050.0,1,47,35,1
12088,4550.0,3,47,29,12
12089,5600.0,4,49,36,91
12090,9000.0,5,30,40,33
12091,8400.0,4,56,6,31
12092,5400.0,2,44,20,75
12093,9000.0,5,55,48,6
12094,4800.0,2,52,47,16
12095,5200.0,3,58,47,21
12096,8400.0,4,46,4,93
12097,6600.0,1,56,24,95
12098,6600.0,1,60,39,36
12099,7000.0,4,32,19,25
12100,7150.0,3,47,26,91
12101,5250.0,5,32,6,87
12102,5200.0,3,39,9,42
12103,7200.0,2,58,7,8
12104,7200.0,2,38,38,47
12105,9000.0,5,57,18,58
12106,6600.0,1,34,28,47
12107,6300.0,4,45,9,16
12108,7200.0,2,53,14,64
12109,9000.0,5,43,23,6
12110,7150.0,3,44,7,44
12111,6600.0,2,47,32,4
12112,4400.0,1,42,14,3
12113,8250.0,5,45,19,43
12114,7000.0,4,49,18,91
12115,5850.0,3,55,43,85
12116,4800.0,2,48,30,70
12117,6300.0,4,33,34,44
12118,3850.0,1,33,44,97
12119,6600.0,1,57,32,59
12120,4550.0,3,41,13,50
12121,7700.0,4,35,2,38
12122,7150.0,3,30,9,38
12123,7200.0,2,38,45,52
12124,6000.0,5,56,43,76
12125,7800.0,3,55,47,51
12126,4550.0,3,43,45,79
12127,5850.0,3,54,41,37
12128,9000.0,5,48,5,11
12129,4200.0,2,35,3,90
12130,6500.0,3,42,42,0
12131,8400.0,4,47,21,5
12132,6600.0,2,41,16,34
12133,7150.0,3,36,35,85
12134,6600.0,2,38,19,19
12135,7500.0,5,50,26,64
12136,7000.0,4,47,49,4
12137,6600.0,1,58,47,67
12138,7800.0,3,48,12,37
12139,4800.0,2,52,32,83
12140,7000.0,4,34,46,85
12141,6600.0,2,48,7,17
12142,4900.0,4,47,17,48
12143,7800.0,3,57,30,55
12144,3850.0,1,54,40,76
12145,5250.0,5,51,26,14
12146,6600.0,2,36,43,33
12147,9000.0,5,53,33,15
12148,7200.0,2,38,43,85
12149,9000.0,5,52,35,10
12150,6600.0,2,53,6,16
12151,5850.0,3,39,32,64
12152,6500.0,3,38,32,10
12153,6750.0,5,38,35,62
12154,6600.0,1,30,11,13
12155,5500.0,1,56,44,46
12156,6000.0,2,32,13,1
12157,7150.0,3,55,41,16
12158,4550.0,3,43,30,55
12159,5500.0,1,46,10,45
12160,6600.0,2,42,13,21
12161,5600.0,4,52,11,36
12162,8400.0,4,31,16,91
12163,4950.0,1,45,14,33
12164,6500.0,3,54,36,95
12165,7800.0,3,41,24,67
12166,4800.0,2,59,14,95
12167,4200.0,2,56,4,53
12168,7000.0,4,47,22,55
12169,8250.0,5,34,16,32
12170,7200.0,2,43,1,20
12171,5250.0,5,31,15,85
12172,4200.0,2,47,21,14
12173,7200.0,2,42,14,16
12174,5850.0,3,58,21,43
12175,4200.0,2,41,45,40
12176,6500.0,3,59,8,2
12177,9000.0,5,48,27,13
12178,4900.0,4,33,10,80
12179,4400.0,1,41,3,49
12180,7800.0,3,37,8,82
12181,4200.0,2,60,46,29
12182,5500.0,1,34,35,16
12183,5500.0,1,37,41,50
12184,5400.0,2,30,34,21
12185,5250.0,5,50,8,53
12186,6750.0,5,45,44,56
12187,5500.0,1,44,15,15
12188,6600.0,1,41,27,2
12189,5400.0,2,40,46,4
12190,4900.0,4,56,37,36
12191,6300.0,4,31,0,87
12192,6600.0,1,33,48,86
12193,6000.0,5,40,2,33
12194,9000.0,5,55,16,0
12195,3850.0,1,53,26,14
12196,5850.0,3,32,15,45
12197,7000.0,4,34,5,1
12198,4800.0,2,52,24,38
12199,6750.0,5,49,14,5
12200,4400.0,1,51,25,98
12201,4550.0,3,37,12,75
12202,6750.0,5,52,41,55
12203,4550.0,3,45,40,50
12204,5250.0,5,40,45,1
12205,5200.0,3,36,21,85
12206,9000.0,5,55,13,34
12207,6050.0,1,31,30,86
12208,6050.0,1,45,42,89
12209,8400.0,4,60,32,95
12210,4400.0,1,46,35,3
12211,6600.0,1,35,3,62
12212,6050.0,1,59,35,65
12213,6300.0,4,52,31,67
12214,4550.0,3,47,34,33
12215,3850.0,1,48,36,92
12216,4550.0,3,47,17,86
12217,7700.0,4,55,40,34
12218,8400.0,4,32,45,55
12219,7800.0,3,31,33,4
12220,6600.0,1,56,46,72
12221,6600.0,1,38,12,15
12222,5850.0,3,52,19,30
12223,8250.0,5,51,24,57
12224,5850.0,3,59,44,56
12225,8400.0,4,40,2,54
12226,5600.0,4,49,10,51
12227,9000.0,5,42,29,26
12228,8400.0,4,59,23,57
12229,4550.0,3,53,34,58
12230,9000.0,5,36,38,46
12231,7800.0,3,47,26,46
12232,7200.0,2,50,38,76
12233,8400.0,4,32,42,31
12234,4550.0,3,59,7,67
12235,7800.0,3,41,36,32
12236,7800.0,3,44,32,54
12237,4800.0,2,60,11,23
12238,9000.0,5,49,4,92
12239,7500.0,5,55,28,44
12240,3850.0,1,34,20,24
12241,7000.0,4,43,31,62
12242,4400.0,1,30,28,50
12243,6600.0,1,34,38,56
12244,6600.0,1,58,30,35
12245,7150.0,3,46,49,48
12246,4200.0,2,46,14,53
12247,6600.0,2,37,18,99
12248,8250.0,5,32,22,57
12249,7200.0,2,53,43,53
12250,6500.0,3,56,4,60
12251,7200.0,2,52,35,9
12252,7700.0,4,57,11,11
12253,5400.0,2,42,17,88
12254,6600.0,1,38,43,41
12255,5850.0,3,59,6,11
12256,6050.0,1,31,36,99
12257,4550.0,3,30,26,66
12258,4950.0,1,48,15,62
12259,4900.0,4,46,11,63
12260,5600.0,4,40,48,6
12261,6750.0,5,59,13,91
12262,4950.0,1,54,49,19
12263,6000.0,5,39,49,58
12264,5500.0,1,44,2,69
12265,6750.0,5,52,6,78
12266,7000.0,4,41,43,43
12267,6500.0,3,33,2,89
12268,4550.0,3,44,1,98
12269,6750.0,5,31,20,42
12270,4200.0,2,31,39,82
12271,5250.0,5,40,48,57
12272,7800.0,3,47,13,49
12273,8250.0,5,55,39,37
12274,6600.0,2,59,27,59
12275,6000.0,2,46,12,1
12276,6300.0,4,57,21,5
12277,7800.0,3,39,34,96
12278,7800.0,3,30,0,82
12279,5500.0,1,38,19,14
12280,6500.0,3,37,22,91
12281,6050.0,1,46,9,57
12282,5250.0,5,56,36,92
12283,4950.0,1,45,14,74
12284,5500.0,1,32,44,90
12285,6600.0,1,33,13,0
12286,4200.0,2,45,15,95
12287,7500.0,5,42,35,92
12288,4200.0,2,52,19,19
12289,4400.0,1,55,14,30
12290,8400.0,4,53,41,63
12291,6000.0,5,49,17,91
12292,4900.0,4,38,32,70
12293,7200.0,2,53,32,49
12294,7000.0,4,43,25,6
12295,6300.0,4,40,23,26
12296,4900.0,4,33,10,48
12297,5600.0,4,44,22,47
12298,6600.0,1,32,6,76
12299,7000.0,4,40,49,46
12300,6000.0,5,30,30,50
12301,5200.0,3,36,1,22
12302,6600.0,2,58,38,3
12303,4800.0,2,51,3,42
12304,7200.0,2,31,42,92
12305,7000.0,4,53,29,23
12306,8400.0,4,37,3,19
12307,7200.0,2,41,38,66
12308,7200.0,2,47,0,78
